x	y
3105	3.487e3
3105	3.501e3
3105	3.505e3
3105	3.515e3
3105	3.501e3
3105	3.513e3
3105	3.520e3
3105	3.528e3
3105	3.554e3
3105	3.559e3
3105	3.583e3
3105	3.591e3
3105	3.563e3
3105	3.595e3
3105	3.589e3
3105	3.585e3
3105	3.610e3
3105	3.612e3
3105	3.596e3
3105	3.584e3
3105	3.562e3
3105	3.580e3
3105	3.586e3
3105	3.579e3
3105	3.586e3
3106	3.595e3
3106	3.597e3
3106	3.590e3
3106	3.623e3
3106	3.635e3
3106	3.641e3
3106	3.639e3
3106	3.640e3
3106	3.665e3
3106	3.656e3
3106	3.668e3
3106	3.673e3
3106	3.665e3
3106	3.662e3
3106	3.657e3
3106	3.649e3
3106	3.630e3
3106	3.623e3
3106	3.595e3
3106	3.550e3
3106	3.523e3
3106	3.494e3
3106	3.483e3
3106	3.471e3
3106	3.491e3
3106	3.490e3
3106	3.496e3
3106	3.493e3
3106	3.505e3
3106	3.506e3
3106	3.506e3
3106	3.495e3
3106	3.507e3
3106	3.500e3
3106	3.469e3
3106	3.458e3
3106	3.452e3
3106	3.447e3
3106	3.455e3
3106	3.451e3
3106	3.449e3
3107	3.443e3
3107	3.428e3
3107	3.427e3
3107	3.445e3
3107	3.459e3
3107	3.458e3
3107	3.448e3
3107	3.459e3
3107	3.465e3
3107	3.477e3
3107	3.500e3
3107	3.502e3
3107	3.501e3
3107	3.498e3
3107	3.519e3
3107	3.533e3
3107	3.552e3
3107	3.580e3
3107	3.580e3
3107	3.589e3
3107	3.585e3
3107	3.587e3
3107	3.620e3
3107	3.647e3
3107	3.652e3
3107	3.657e3
3107	3.688e3
3107	3.678e3
3107	3.702e3
3107	3.739e3
3107	3.749e3
3107	3.745e3
3107	3.724e3
3107	3.719e3
3107	3.705e3
3107	3.686e3
3107	3.691e3
3107	3.699e3
3107	3.682e3
3107	3.661e3
3107	3.647e3
3108	3.642e3
3108	3.632e3
3108	3.634e3
3108	3.662e3
3108	3.674e3
3108	3.684e3
3108	3.690e3
3108	3.694e3
3108	3.686e3
3108	3.695e3
3108	3.698e3
3108	3.694e3
3108	3.710e3
3108	3.709e3
3108	3.685e3
3108	3.677e3
3108	3.668e3
3108	3.676e3
3108	3.678e3
3108	3.645e3
3108	3.602e3
3108	3.605e3
3108	3.591e3
3108	3.559e3
3108	3.540e3
3108	3.524e3
3108	3.518e3
3108	3.497e3
3108	3.487e3
3108	3.504e3
3108	3.507e3
3108	3.493e3
3108	3.471e3
3108	3.450e3
3108	3.464e3
3108	3.473e3
3108	3.440e3
3108	3.448e3
3108	3.435e3
3108	3.428e3
3108	3.426e3
3109	3.448e3
3109	3.481e3
3109	3.496e3
3109	3.516e3
3109	3.540e3
3109	3.553e3
3109	3.547e3
3109	3.547e3
3109	3.563e3
3109	3.573e3
3109	3.582e3
3109	3.609e3
3109	3.615e3
3109	3.611e3
3109	3.611e3
3109	3.606e3
3109	3.607e3
3109	3.613e3
3109	3.619e3
3109	3.627e3
3109	3.623e3
3109	3.626e3
3109	3.626e3
3109	3.623e3
3109	3.649e3
3109	3.671e3
3109	3.686e3
3109	3.679e3
3109	3.693e3
3109	3.733e3
3109	3.766e3
3109	3.746e3
3109	3.743e3
3109	3.753e3
3109	3.770e3
3109	3.775e3
3109	3.774e3
3109	3.775e3
3109	3.782e3
3109	3.774e3
3109	3.789e3
3110	3.803e3
3110	3.788e3
3110	3.781e3
3110	3.777e3
3110	3.772e3
3110	3.783e3
3110	3.780e3
3110	3.777e3
3110	3.776e3
3110	3.788e3
3110	3.795e3
3110	3.776e3
3110	3.766e3
3110	3.755e3
3110	3.750e3
3110	3.745e3
3110	3.745e3
3110	3.769e3
3110	3.774e3
3110	3.766e3
3110	3.730e3
3110	3.718e3
3110	3.732e3
3110	3.722e3
3110	3.709e3
3110	3.709e3
3110	3.728e3
3110	3.730e3
3110	3.737e3
3110	3.745e3
3110	3.770e3
3110	3.761e3
3110	3.741e3
3110	3.739e3
3110	3.717e3
3110	3.710e3
3110	3.705e3
3110	3.722e3
3110	3.715e3
3110	3.694e3
3110	3.679e3
3111	3.700e3
3111	3.719e3
3111	3.725e3
3111	3.724e3
3111	3.726e3
3111	3.734e3
3111	3.754e3
3111	3.761e3
3111	3.790e3
3111	3.785e3
3111	3.781e3
3111	3.794e3
3111	3.803e3
3111	3.792e3
3111	3.778e3
3111	3.787e3
3111	3.794e3
3111	3.800e3
3111	3.817e3
3111	3.794e3
3111	3.772e3
3111	3.770e3
3111	3.784e3
3111	3.790e3
3111	3.781e3
3111	3.764e3
3111	3.775e3
3111	3.753e3
3111	3.760e3
3111	3.776e3
3111	3.816e3
3111	3.831e3
3111	3.815e3
3111	3.818e3
3111	3.844e3
3111	3.867e3
3111	3.850e3
3111	3.847e3
3111	3.844e3
3111	3.839e3
3111	3.818e3
3112	3.831e3
3112	3.839e3
3112	3.848e3
3112	3.874e3
3112	3.885e3
3112	3.902e3
3112	3.911e3
3112	3.918e3
3112	3.912e3
3112	3.916e3
3112	3.891e3
3112	3.873e3
3112	3.868e3
3112	3.841e3
3112	3.840e3
3112	3.822e3
3112	3.803e3
3112	3.789e3
3112	3.770e3
3112	3.750e3
3112	3.751e3
3112	3.755e3
3112	3.762e3
3112	3.779e3
3112	3.808e3
3112	3.802e3
3112	3.804e3
3112	3.797e3
3112	3.781e3
3112	3.813e3
3112	3.828e3
3112	3.859e3
3112	3.842e3
3112	3.837e3
3112	3.828e3
3112	3.838e3
3112	3.827e3
3112	3.840e3
3112	3.845e3
3112	3.851e3
3112	3.843e3
3113	3.826e3
3113	3.839e3
3113	3.845e3
3113	3.847e3
3113	3.833e3
3113	3.819e3
3113	3.814e3
3113	3.811e3
3113	3.807e3
3113	3.795e3
3113	3.783e3
3113	3.803e3
3113	3.791e3
3113	3.777e3
3113	3.768e3
3113	3.749e3
3113	3.733e3
3113	3.705e3
3113	3.697e3
3113	3.681e3
3113	3.683e3
3113	3.693e3
3113	3.696e3
3113	3.713e3
3113	3.723e3
3113	3.736e3
3113	3.732e3
3113	3.744e3
3113	3.729e3
3113	3.732e3
3113	3.718e3
3113	3.704e3
3113	3.705e3
3113	3.715e3
3113	3.713e3
3113	3.719e3
3113	3.712e3
3113	3.736e3
3113	3.741e3
3113	3.728e3
3113	3.725e3
3114	3.715e3
3114	3.727e3
3114	3.708e3
3114	3.711e3
3114	3.712e3
3114	3.716e3
3114	3.717e3
3114	3.715e3
3114	3.695e3
3114	3.701e3
3114	3.695e3
3114	3.679e3
3114	3.652e3
3114	3.643e3
3114	3.646e3
3114	3.656e3
3114	3.673e3
3114	3.659e3
3114	3.682e3
3114	3.715e3
3114	3.737e3
3114	3.717e3
3114	3.718e3
3114	3.720e3
3114	3.717e3
3114	3.719e3
3114	3.708e3
3114	3.715e3
3114	3.734e3
3114	3.753e3
3114	3.768e3
3114	3.779e3
3114	3.775e3
3114	3.758e3
3114	3.753e3
3114	3.757e3
3114	3.772e3
3114	3.778e3
3114	3.789e3
3114	3.804e3
3114	3.818e3
3115	3.832e3
3115	3.818e3
3115	3.798e3
3115	3.785e3
3115	3.782e3
3115	3.799e3
3115	3.785e3
3115	3.780e3
3115	3.766e3
3115	3.768e3
3115	3.758e3
3115	3.750e3
3115	3.778e3
3115	3.814e3
3115	3.806e3
3115	3.796e3
3115	3.804e3
3115	3.823e3
3115	3.843e3
3115	3.844e3
3115	3.854e3
3115	3.860e3
3115	3.882e3
3115	3.894e3
3115	3.885e3
3115	3.916e3
3115	3.930e3
3115	3.946e3
3115	3.937e3
3115	3.923e3
3115	3.915e3
3115	3.930e3
3115	3.943e3
3115	3.967e3
3115	3.982e3
3115	4.004e3
3115	4.024e3
3115	4.040e3
3115	4.033e3
3115	4.025e3
3115	4.034e3
3116	4.042e3
3116	4.049e3
3116	4.062e3
3116	4.057e3
3116	4.059e3
3116	4.058e3
3116	4.060e3
3116	4.061e3
3116	4.045e3
3116	4.051e3
3116	4.057e3
3116	4.073e3
3116	4.081e3
3116	4.109e3
3116	4.130e3
3116	4.117e3
3116	4.122e3
3116	4.143e3
3116	4.162e3
3116	4.166e3
3116	4.160e3
3116	4.157e3
3116	4.153e3
3116	4.138e3
3116	4.167e3
3116	4.174e3
3116	4.149e3
3116	4.129e3
3116	4.108e3
3116	4.109e3
3116	4.120e3
3116	4.122e3
3116	4.121e3
3116	4.106e3
3116	4.115e3
3116	4.080e3
3116	4.065e3
3116	4.071e3
3116	4.068e3
3116	4.084e3
3116	4.097e3
3117	4.101e3
3117	4.096e3
3117	4.103e3
3117	4.107e3
3117	4.092e3
3117	4.084e3
3117	4.085e3
3117	4.092e3
3117	4.099e3
3117	4.091e3
3117	4.096e3
3117	4.091e3
3117	4.100e3
3117	4.126e3
3117	4.144e3
3117	4.163e3
3117	4.169e3
3117	4.185e3
3117	4.199e3
3117	4.221e3
3117	4.214e3
3117	4.214e3
3117	4.209e3
3117	4.208e3
3117	4.197e3
3117	4.210e3
3117	4.209e3
3117	4.202e3
3117	4.180e3
3117	4.169e3
3117	4.186e3
3117	4.213e3
3117	4.218e3
3117	4.222e3
3117	4.222e3
3117	4.241e3
3117	4.267e3
3117	4.273e3
3117	4.290e3
3117	4.313e3
3117	4.309e3
3118	4.321e3
3118	4.349e3
3118	4.370e3
3118	4.395e3
3118	4.421e3
3118	4.422e3
3118	4.411e3
3118	4.414e3
3118	4.404e3
3118	4.404e3
3118	4.390e3
3118	4.394e3
3118	4.380e3
3118	4.375e3
3118	4.398e3
3118	4.406e3
3118	4.389e3
3118	4.394e3
3118	4.406e3
3118	4.410e3
3118	4.413e3
3118	4.431e3
3118	4.429e3
3118	4.421e3
3118	4.402e3
3118	4.392e3
3118	4.383e3
3118	4.375e3
3118	4.395e3
3118	4.382e3
3118	4.389e3
3118	4.394e3
3118	4.404e3
3118	4.383e3
3118	4.386e3
3118	4.379e3
3118	4.390e3
3118	4.374e3
3118	4.399e3
3118	4.414e3
3118	4.411e3
3119	4.404e3
3119	4.414e3
3119	4.415e3
3119	4.415e3
3119	4.413e3
3119	4.391e3
3119	4.394e3
3119	4.405e3
3119	4.385e3
3119	4.400e3
3119	4.414e3
3119	4.404e3
3119	4.412e3
3119	4.391e3
3119	4.365e3
3119	4.353e3
3119	4.365e3
3119	4.370e3
3119	4.382e3
3119	4.383e3
3119	4.398e3
3119	4.391e3
3119	4.393e3
3119	4.392e3
3119	4.382e3
3119	4.375e3
3119	4.381e3
3119	4.389e3
3119	4.394e3
3119	4.405e3
3119	4.402e3
3119	4.405e3
3119	4.399e3
3119	4.392e3
3119	4.401e3
3119	4.413e3
3119	4.440e3
3119	4.456e3
3119	4.479e3
3119	4.477e3
3119	4.461e3
3120	4.474e3
3120	4.491e3
3120	4.519e3
3120	4.553e3
3120	4.573e3
3120	4.564e3
3120	4.589e3
3120	4.584e3
3120	4.576e3
3120	4.590e3
3120	4.597e3
3120	4.577e3
3120	4.567e3
3120	4.558e3
3120	4.562e3
3120	4.581e3
3120	4.575e3
3120	4.574e3
3120	4.597e3
3120	4.587e3
3120	4.578e3
3120	4.591e3
3120	4.578e3
3120	4.580e3
3120	4.608e3
3120	4.610e3
3120	4.611e3
3120	4.604e3
3120	4.608e3
3120	4.612e3
3120	4.603e3
3120	4.625e3
3120	4.621e3
3120	4.609e3
3120	4.612e3
3120	4.630e3
3120	4.652e3
3120	4.649e3
3120	4.660e3
3120	4.661e3
3120	4.651e3
3121	4.641e3
3121	4.668e3
3121	4.707e3
3121	4.732e3
3121	4.731e3
3121	4.718e3
3121	4.698e3
3121	4.676e3
3121	4.673e3
3121	4.684e3
3121	4.687e3
3121	4.675e3
3121	4.653e3
3121	4.628e3
3121	4.619e3
3121	4.629e3
3121	4.618e3
3121	4.615e3
3121	4.616e3
3121	4.617e3
3121	4.609e3
3121	4.630e3
3121	4.646e3
3121	4.667e3
3121	4.669e3
3121	4.675e3
3121	4.694e3
3121	4.690e3
3121	4.681e3
3121	4.678e3
3121	4.661e3
3121	4.659e3
3121	4.672e3
3121	4.701e3
3121	4.699e3
3121	4.730e3
3121	4.759e3
3121	4.772e3
3121	4.764e3
3121	4.763e3
3121	4.769e3
3122	4.766e3
3122	4.787e3
3122	4.819e3
3122	4.844e3
3122	4.857e3
3122	4.865e3
3122	4.875e3
3122	4.852e3
3122	4.860e3
3122	4.869e3
3122	4.872e3
3122	4.848e3
3122	4.826e3
3122	4.821e3
3122	4.813e3
3122	4.813e3
3122	4.821e3
3122	4.812e3
3122	4.827e3
3122	4.833e3
3122	4.829e3
3122	4.823e3
3122	4.842e3
3122	4.857e3
3122	4.873e3
3122	4.872e3
3122	4.871e3
3122	4.891e3
3122	4.892e3
3122	4.879e3
3122	4.880e3
3122	4.889e3
3122	4.902e3
3122	4.896e3
3122	4.907e3
3122	4.920e3
3122	4.909e3
3122	4.922e3
3122	4.933e3
3122	4.941e3
3122	4.965e3
3123	4.946e3
3123	4.939e3
3123	4.914e3
3123	4.912e3
3123	4.920e3
3123	4.928e3
3123	4.909e3
3123	4.924e3
3123	4.934e3
3123	4.933e3
3123	4.947e3
3123	4.947e3
3123	4.957e3
3123	4.924e3
3123	4.915e3
3123	4.914e3
3123	4.914e3
3123	4.934e3
3123	4.927e3
3123	4.924e3
3123	4.932e3
3123	4.960e3
3123	4.956e3
3123	4.927e3
3123	4.925e3
3123	4.948e3
3123	4.975e3
3123	4.995e3
3123	5.016e3
3123	5.036e3
3123	5.061e3
3123	5.080e3
3123	5.072e3
3123	5.051e3
3123	5.046e3
3123	5.059e3
3123	5.094e3
3123	5.119e3
3123	5.156e3
3123	5.161e3
3123	5.159e3
3124	5.151e3
3124	5.145e3
3124	5.154e3
3124	5.130e3
3124	5.113e3
3124	5.135e3
3124	5.114e3
3124	5.098e3
3124	5.108e3
3124	5.127e3
3124	5.136e3
3124	5.155e3
3124	5.177e3
3124	5.190e3
3124	5.188e3
3124	5.159e3
3124	5.172e3
3124	5.180e3
3124	5.177e3
3124	5.184e3
3124	5.194e3
3124	5.188e3
3124	5.170e3
3124	5.172e3
3124	5.174e3
3124	5.173e3
3124	5.161e3
3124	5.157e3
3124	5.183e3
3124	5.193e3
3124	5.212e3
3124	5.217e3
3124	5.232e3
3124	5.270e3
3124	5.279e3
3124	5.261e3
3124	5.244e3
3124	5.237e3
3124	5.237e3
3124	5.250e3
3124	5.259e3
3125	5.270e3
3125	5.290e3
3125	5.323e3
3125	5.336e3
3125	5.331e3
3125	5.321e3
3125	5.321e3
3125	5.314e3
3125	5.344e3
3125	5.386e3
3125	5.404e3
3125	5.428e3
3125	5.431e3
3125	5.446e3
3125	5.448e3
3125	5.439e3
3125	5.487e3
3125	5.522e3
3125	5.532e3
3125	5.530e3
3125	5.518e3
3125	5.517e3
3125	5.509e3
3125	5.509e3
3125	5.504e3
3125	5.519e3
3125	5.545e3
3125	5.549e3
3125	5.571e3
3125	5.596e3
3125	5.600e3
3125	5.589e3
3125	5.616e3
3125	5.657e3
3125	5.672e3
3125	5.669e3
3125	5.714e3
3125	5.742e3
3125	5.752e3
3125	5.756e3
3125	5.752e3
3126	5.756e3
3126	5.761e3
3126	5.777e3
3126	5.808e3
3126	5.833e3
3126	5.821e3
3126	5.816e3
3126	5.827e3
3126	5.841e3
3126	5.826e3
3126	5.814e3
3126	5.809e3
3126	5.784e3
3126	5.778e3
3126	5.796e3
3126	5.809e3
3126	5.797e3
3126	5.790e3
3126	5.796e3
3126	5.790e3
3126	5.801e3
3126	5.796e3
3126	5.811e3
3126	5.816e3
3126	5.831e3
3126	5.853e3
3126	5.837e3
3126	5.821e3
3126	5.830e3
3126	5.848e3
3126	5.894e3
3126	5.890e3
3126	5.887e3
3126	5.893e3
3126	5.898e3
3126	5.906e3
3126	5.916e3
3126	5.933e3
3126	5.938e3
3126	5.939e3
3126	5.939e3
3127	5.974e3
3127	5.983e3
3127	5.999e3
3127	5.999e3
3127	6.009e3
3127	5.995e3
3127	5.974e3
3127	5.982e3
3127	6.006e3
3127	6.026e3
3127	6.029e3
3127	6.019e3
3127	5.988e3
3127	5.966e3
3127	5.965e3
3127	5.990e3
3127	6.021e3
3127	6.017e3
3127	5.987e3
3127	5.980e3
3127	5.994e3
3127	5.989e3
3127	6.043e3
3127	6.069e3
3127	6.085e3
3127	6.069e3
3127	6.068e3
3127	6.087e3
3127	6.064e3
3127	6.044e3
3127	6.041e3
3127	6.053e3
3127	6.037e3
3127	6.054e3
3127	6.069e3
3127	6.068e3
3127	6.074e3
3127	6.089e3
3127	6.086e3
3127	6.094e3
3127	6.096e3
3128	6.083e3
3128	6.114e3
3128	6.153e3
3128	6.156e3
3128	6.171e3
3128	6.192e3
3128	6.188e3
3128	6.177e3
3128	6.165e3
3128	6.182e3
3128	6.190e3
3128	6.209e3
3128	6.198e3
3128	6.196e3
3128	6.208e3
3128	6.201e3
3128	6.221e3
3128	6.223e3
3128	6.240e3
3128	6.257e3
3128	6.270e3
3128	6.282e3
3128	6.280e3
3128	6.285e3
3128	6.292e3
3128	6.312e3
3128	6.317e3
3128	6.334e3
3128	6.359e3
3128	6.365e3
3128	6.384e3
3128	6.435e3
3128	6.434e3
3128	6.427e3
3128	6.418e3
3128	6.431e3
3128	6.440e3
3128	6.440e3
3128	6.467e3
3128	6.526e3
3128	6.568e3
3129	6.571e3
3129	6.565e3
3129	6.575e3
3129	6.592e3
3129	6.583e3
3129	6.606e3
3129	6.636e3
3129	6.649e3
3129	6.655e3
3129	6.665e3
3129	6.724e3
3129	6.730e3
3129	6.698e3
3129	6.708e3
3129	6.694e3
3129	6.664e3
3129	6.637e3
3129	6.619e3
3129	6.648e3
3129	6.651e3
3129	6.667e3
3129	6.669e3
3129	6.693e3
3129	6.712e3
3129	6.740e3
3129	6.764e3
3129	6.756e3
3129	6.760e3
3129	6.778e3
3129	6.776e3
3129	6.789e3
3129	6.811e3
3129	6.835e3
3129	6.853e3
3129	6.849e3
3129	6.833e3
3129	6.819e3
3129	6.801e3
3129	6.787e3
3129	6.815e3
3129	6.813e3
3130	6.797e3
3130	6.784e3
3130	6.794e3
3130	6.817e3
3130	6.840e3
3130	6.872e3
3130	6.899e3
3130	6.910e3
3130	6.866e3
3130	6.818e3
3130	6.837e3
3130	6.855e3
3130	6.853e3
3130	6.838e3
3130	6.838e3
3130	6.823e3
3130	6.819e3
3130	6.849e3
3130	6.846e3
3130	6.861e3
3130	6.860e3
3130	6.852e3
3130	6.878e3
3130	6.913e3
3130	6.954e3
3130	6.984e3
3130	7.026e3
3130	7.110e3
3130	7.122e3
3130	7.122e3
3130	7.126e3
3130	7.135e3
3130	7.117e3
3130	7.158e3
3130	7.190e3
3130	7.197e3
3130	7.234e3
3130	7.221e3
3130	7.184e3
3130	7.178e3
3130	7.187e3
3131	7.191e3
3131	7.218e3
3131	7.256e3
3131	7.278e3
3131	7.297e3
3131	7.331e3
3131	7.341e3
3131	7.366e3
3131	7.366e3
3131	7.385e3
3131	7.394e3
3131	7.413e3
3131	7.392e3
3131	7.394e3
3131	7.411e3
3131	7.381e3
3131	7.374e3
3131	7.386e3
3131	7.440e3
3131	7.480e3
3131	7.480e3
3131	7.527e3
3131	7.549e3
3131	7.573e3
3131	7.606e3
3131	7.632e3
3131	7.631e3
3131	7.607e3
3131	7.611e3
3131	7.630e3
3131	7.678e3
3131	7.720e3
3131	7.747e3
3131	7.774e3
3131	7.770e3
3131	7.795e3
3131	7.833e3
3131	7.815e3
3131	7.836e3
3131	7.870e3
3131	7.880e3
3132	7.906e3
3132	7.941e3
3132	7.935e3
3132	7.919e3
3132	7.944e3
3132	7.954e3
3132	7.973e3
3132	8.001e3
3132	8.053e3
3132	8.058e3
3132	8.082e3
3132	8.131e3
3132	8.144e3
3132	8.171e3
3132	8.206e3
3132	8.216e3
3132	8.254e3
3132	8.287e3
3132	8.326e3
3132	8.370e3
3132	8.390e3
3132	8.392e3
3132	8.423e3
3132	8.416e3
3132	8.412e3
3132	8.455e3
3132	8.467e3
3132	8.463e3
3132	8.444e3
3132	8.457e3
3132	8.465e3
3132	8.468e3
3132	8.486e3
3132	8.483e3
3132	8.485e3
3132	8.497e3
3132	8.536e3
3132	8.571e3
3132	8.588e3
3132	8.572e3
3132	8.540e3
3133	8.547e3
3133	8.565e3
3133	8.532e3
3133	8.527e3
3133	8.534e3
3133	8.564e3
3133	8.607e3
3133	8.619e3
3133	8.620e3
3133	8.626e3
3133	8.640e3
3133	8.657e3
3133	8.636e3
3133	8.622e3
3133	8.657e3
3133	8.666e3
3133	8.715e3
3133	8.737e3
3133	8.741e3
3133	8.753e3
3133	8.765e3
3133	8.764e3
3133	8.774e3
3133	8.805e3
3133	8.816e3
3133	8.836e3
3133	8.827e3
3133	8.825e3
3133	8.828e3
3133	8.827e3
3133	8.858e3
3133	8.887e3
3133	8.923e3
3133	8.963e3
3133	9.007e3
3133	9.008e3
3133	9.032e3
3133	9.095e3
3133	9.122e3
3133	9.149e3
3133	9.199e3
3134	9.221e3
3134	9.242e3
3134	9.286e3
3134	9.326e3
3134	9.372e3
3134	9.404e3
3134	9.436e3
3134	9.476e3
3134	9.496e3
3134	9.521e3
3134	9.527e3
3134	9.510e3
3134	9.539e3
3134	9.582e3
3134	9.632e3
3134	9.618e3
3134	9.587e3
3134	9.606e3
3134	9.633e3
3134	9.659e3
3134	9.658e3
3134	9.675e3
3134	9.717e3
3134	9.757e3
3134	9.742e3
3134	9.792e3
3134	9.785e3
3134	9.791e3
3134	9.777e3
3134	9.806e3
3134	9.822e3
3134	9.841e3
3134	9.847e3
3134	9.868e3
3134	9.872e3
3134	9.882e3
3134	9.923e3
3134	9.973e3
3134	9.980e3
3134	9.996e3
3134	1.003e4
3135	1.006e4
3135	1.008e4
3135	1.009e4
3135	1.008e4
3135	1.011e4
3135	1.013e4
3135	1.013e4
3135	1.014e4
3135	1.013e4
3135	1.013e4
3135	1.013e4
3135	1.011e4
3135	1.014e4
3135	1.019e4
3135	1.021e4
3135	1.018e4
3135	1.018e4
3135	1.018e4
3135	1.021e4
3135	1.023e4
3135	1.024e4
3135	1.029e4
3135	1.034e4
3135	1.040e4
3135	1.042e4
3135	1.046e4
3135	1.051e4
3135	1.053e4
3135	1.056e4
3135	1.060e4
3135	1.066e4
3135	1.074e4
3135	1.080e4
3135	1.087e4
3135	1.094e4
3135	1.093e4
3135	1.101e4
3135	1.107e4
3135	1.112e4
3135	1.116e4
3135	1.122e4
3136	1.125e4
3136	1.130e4
3136	1.133e4
3136	1.137e4
3136	1.139e4
3136	1.140e4
3136	1.141e4
3136	1.147e4
3136	1.150e4
3136	1.152e4
3136	1.158e4
3136	1.162e4
3136	1.172e4
3136	1.179e4
3136	1.184e4
3136	1.187e4
3136	1.189e4
3136	1.193e4
3136	1.201e4
3136	1.205e4
3136	1.211e4
3136	1.218e4
3136	1.225e4
3136	1.229e4
3136	1.229e4
3136	1.234e4
3136	1.240e4
3136	1.249e4
3136	1.257e4
3136	1.266e4
3136	1.272e4
3136	1.276e4
3136	1.278e4
3136	1.282e4
3136	1.283e4
3136	1.290e4
3136	1.296e4
3136	1.302e4
3136	1.310e4
3136	1.316e4
3137	1.325e4
3137	1.329e4
3137	1.338e4
3137	1.347e4
3137	1.357e4
3137	1.371e4
3137	1.384e4
3137	1.396e4
3137	1.415e4
3137	1.433e4
3137	1.451e4
3137	1.474e4
3137	1.493e4
3137	1.514e4
3137	1.535e4
3137	1.562e4
3137	1.594e4
3137	1.620e4
3137	1.650e4
3137	1.686e4
3137	1.712e4
3137	1.743e4
3137	1.778e4
3137	1.808e4
3137	1.838e4
3137	1.872e4
3137	1.910e4
3137	1.946e4
3137	1.982e4
3137	2.019e4
3137	2.056e4
3137	2.090e4
3137	2.129e4
3137	2.163e4
3137	2.201e4
3137	2.241e4
3137	2.280e4
3137	2.314e4
3137	2.348e4
3137	2.381e4
3137	2.413e4
3138	2.454e4
3138	2.488e4
3138	2.522e4
3138	2.549e4
3138	2.584e4
3138	2.608e4
3138	2.637e4
3138	2.666e4
3138	2.693e4
3138	2.716e4
3138	2.736e4
3138	2.754e4
3138	2.770e4
3138	2.784e4
3138	2.798e4
3138	2.812e4
3138	2.817e4
3138	2.824e4
3138	2.833e4
3138	2.838e4
3138	2.842e4
3138	2.843e4
3138	2.847e4
3138	2.849e4
3138	2.852e4
3138	2.850e4
3138	2.846e4
3138	2.843e4
3138	2.840e4
3138	2.829e4
3138	2.822e4
3138	2.815e4
3138	2.800e4
3138	2.790e4
3138	2.783e4
3138	2.776e4
3138	2.761e4
3138	2.751e4
3138	2.743e4
3138	2.728e4
3138	2.715e4
3139	2.708e4
3139	2.696e4
3139	2.681e4
3139	2.671e4
3139	2.665e4
3139	2.658e4
3139	2.661e4
3139	2.659e4
3139	2.661e4
3139	2.661e4
3139	2.660e4
3139	2.669e4
3139	2.682e4
3139	2.702e4
3139	2.721e4
3139	2.739e4
3139	2.759e4
3139	2.781e4
3139	2.807e4
3139	2.833e4
3139	2.862e4
3139	2.892e4
3139	2.927e4
3139	2.964e4
3139	3.003e4
3139	3.042e4
3139	3.086e4
3139	3.126e4
3139	3.164e4
3139	3.204e4
3139	3.250e4
3139	3.293e4
3139	3.328e4
3139	3.371e4
3139	3.415e4
3139	3.457e4
3139	3.491e4
3139	3.530e4
3139	3.567e4
3139	3.607e4
3139	3.650e4
3140	3.685e4
3140	3.724e4
3140	3.759e4
3140	3.791e4
3140	3.820e4
3140	3.844e4
3140	3.873e4
3140	3.904e4
3140	3.934e4
3140	3.956e4
3140	3.977e4
3140	3.998e4
3140	4.019e4
3140	4.034e4
3140	4.048e4
3140	4.057e4
3140	4.059e4
3140	4.065e4
3140	4.069e4
3140	4.073e4
3140	4.072e4
3140	4.064e4
3140	4.054e4
3140	4.037e4
3140	4.016e4
3140	4.002e4
3140	3.982e4
3140	3.965e4
3140	3.939e4
3140	3.915e4
3140	3.894e4
3140	3.879e4
3140	3.854e4
3140	3.828e4
3140	3.805e4
3140	3.780e4
3140	3.753e4
3140	3.734e4
3140	3.708e4
3140	3.688e4
3140	3.665e4
3141	3.639e4
3141	3.623e4
3141	3.608e4
3141	3.589e4
3141	3.573e4
3141	3.562e4
3141	3.556e4
3141	3.546e4
3141	3.540e4
3141	3.535e4
3141	3.537e4
3141	3.535e4
3141	3.538e4
3141	3.539e4
3141	3.547e4
3141	3.559e4
3141	3.561e4
3141	3.565e4
3141	3.577e4
3141	3.606e4
3141	3.626e4
3141	3.643e4
3141	3.670e4
3141	3.701e4
3141	3.724e4
3141	3.753e4
3141	3.781e4
3141	3.811e4
3141	3.836e4
3141	3.862e4
3141	3.888e4
3141	3.912e4
3141	3.939e4
3141	3.978e4
3141	4.011e4
3141	4.047e4
3141	4.082e4
3141	4.111e4
3141	4.146e4
3141	4.182e4
3141	4.209e4
3142	4.229e4
3142	4.261e4
3142	4.282e4
3142	4.303e4
3142	4.326e4
3142	4.345e4
3142	4.356e4
3142	4.374e4
3142	4.383e4
3142	4.392e4
3142	4.407e4
3142	4.414e4
3142	4.415e4
3142	4.414e4
3142	4.417e4
3142	4.421e4
3142	4.416e4
3142	4.409e4
3142	4.398e4
3142	4.386e4
3142	4.369e4
3142	4.347e4
3142	4.325e4
3142	4.312e4
3142	4.293e4
3142	4.275e4
3142	4.262e4
3142	4.238e4
3142	4.214e4
3142	4.178e4
3142	4.150e4
3142	4.122e4
3142	4.088e4
3142	4.054e4
3142	4.024e4
3142	3.995e4
3142	3.967e4
3142	3.940e4
3142	3.915e4
3142	3.890e4
3142	3.874e4
3143	3.859e4
3143	3.840e4
3143	3.812e4
3143	3.794e4
3143	3.775e4
3143	3.755e4
3143	3.741e4
3143	3.727e4
3143	3.717e4
3143	3.705e4
3143	3.694e4
3143	3.679e4
3143	3.676e4
3143	3.669e4
