x	y
3100	3.145e3
3100	3.139e3
3100	3.139e3
3100	3.144e3
3100	3.157e3
3100	3.170e3
3100	3.184e3
3100	3.180e3
3100	3.164e3
3100	3.162e3
3100	3.156e3
3100	3.124e3
3100	3.106e3
3100	3.127e3
3100	3.127e3
3101	3.113e3
3101	3.114e3
3101	3.112e3
3101	3.130e3
3101	3.126e3
3101	3.130e3
3101	3.130e3
3101	3.140e3
3101	3.156e3
3101	3.174e3
3101	3.186e3
3101	3.187e3
3101	3.178e3
3101	3.170e3
3101	3.175e3
3101	3.154e3
3101	3.159e3
3101	3.170e3
3101	3.188e3
3101	3.216e3
3101	3.213e3
3101	3.193e3
3101	3.180e3
3101	3.179e3
3101	3.174e3
3101	3.197e3
3101	3.230e3
3101	3.221e3
3101	3.203e3
3101	3.220e3
3101	3.228e3
3101	3.228e3
3101	3.241e3
3101	3.267e3
3101	3.286e3
3101	3.295e3
3101	3.310e3
3101	3.304e3
3101	3.291e3
3101	3.283e3
3101	3.281e3
3102	3.291e3
3102	3.297e3
3102	3.307e3
3102	3.301e3
3102	3.290e3
3102	3.266e3
3102	3.259e3
3102	3.261e3
3102	3.242e3
3102	3.232e3
3102	3.222e3
3102	3.195e3
3102	3.167e3
3102	3.144e3
3102	3.138e3
3102	3.147e3
3102	3.159e3
3102	3.160e3
3102	3.149e3
3102	3.157e3
3102	3.152e3
3102	3.144e3
3102	3.136e3
3102	3.133e3
3102	3.120e3
3102	3.137e3
3102	3.143e3
3102	3.141e3
3102	3.128e3
3102	3.116e3
3102	3.108e3
3102	3.097e3
3102	3.088e3
3102	3.085e3
3102	3.091e3
3102	3.081e3
3102	3.067e3
3102	3.080e3
3102	3.093e3
3102	3.102e3
3102	3.088e3
3103	3.093e3
3103	3.087e3
3103	3.091e3
3103	3.080e3
3103	3.078e3
3103	3.067e3
3103	3.079e3
3103	3.065e3
3103	3.060e3
3103	3.071e3
3103	3.063e3
3103	3.069e3
3103	3.056e3
3103	3.070e3
3103	3.082e3
3103	3.105e3
3103	3.137e3
3103	3.155e3
3103	3.175e3
3103	3.190e3
3103	3.203e3
3103	3.226e3
3103	3.251e3
3103	3.268e3
3103	3.278e3
3103	3.259e3
3103	3.250e3
3103	3.269e3
3103	3.298e3
3103	3.301e3
3103	3.310e3
3103	3.315e3
3103	3.329e3
3103	3.336e3
3103	3.350e3
3103	3.344e3
3103	3.335e3
3103	3.342e3
3103	3.337e3
3103	3.341e3
3103	3.340e3
3104	3.346e3
3104	3.352e3
3104	3.352e3
3104	3.362e3
3104	3.354e3
3104	3.355e3
3104	3.353e3
3104	3.346e3
3104	3.337e3
3104	3.355e3
3104	3.348e3
3104	3.386e3
3104	3.391e3
3104	3.379e3
3104	3.373e3
3104	3.375e3
3104	3.373e3
3104	3.367e3
3104	3.372e3
3104	3.380e3
3104	3.353e3
3104	3.336e3
3104	3.340e3
3104	3.335e3
3104	3.329e3
3104	3.330e3
3104	3.322e3
3104	3.327e3
3104	3.312e3
3104	3.301e3
3104	3.308e3
3104	3.303e3
3104	3.296e3
3104	3.293e3
3104	3.308e3
3104	3.313e3
3104	3.308e3
3104	3.284e3
3104	3.257e3
3104	3.248e3
3104	3.230e3
3105	3.228e3
3105	3.226e3
3105	3.224e3
3105	3.224e3
3105	3.225e3
3105	3.232e3
3105	3.233e3
3105	3.246e3
3105	3.263e3
3105	3.304e3
3105	3.338e3
3105	3.373e3
3105	3.412e3
3105	3.434e3
3105	3.461e3
3105	3.460e3
3105	3.478e3
